program,university,country,publicPrivate,track,language,tuitionIntl,scholarshipName,fundingLevel,stipendCoverage,tunisianEligible,portfolioReq,entryRequirements,applicationOpens,deadline,sourceUrl,fitNotes,verified,verificationNotes
"MA Arta Sunetului de Film (Film Sound Art) — 2 years, 120 ECTS","UNATC 'I.L. Caragiale' — National University of Theatre and Film, Bucharest",Romania (Bucharest),Public,Sound-Design/Production,Romanian (prep year available under MFA scholarship),UNVERIFIED for non-EU (program has 3 state-funded + 3 fee-paying places; non-EU fee not on page),"Romanian Government (MFA) Scholarships for non-EU citizens — covers tuition, registration fees, dorm accommodation and monthly stipend; travel not covered; requires study in Romanian (fully funded 1-year prep language course); official info: https://www.mae.ro/en/node/10251, apply at https://scholarships.studyinromania.gov.ro/",Full possible via Romanian State (MFA) scholarship; otherwise None found,MFA route: tuition + accommodation + monthly stipend; no airfare. MFA application window was 16 Feb–31 Mar 2026 for 2026-27; expect ~Feb–Mar 2027 for Sept 2027 (confirm),Y — non-EU admitted (fee-paying or via MFA scholarship); state-funded places reserved for RO/EU,Y — portfolio of works with candidate's own sound design + written test (film culture/sound tech) + oral exam presenting a DAW project (ProTools/Nuendo/Reaper etc.),Bachelor's (180/240 ECTS); EuroPass CV; practical DAW competence expected — plays directly to candidate's production skills,"4 Aug 2026 (2026 cycle, official)","2026 intake STILL AHEAD: registration 4 Aug–9 Sep 2026, exams 15–20 Sep 2026; Sept 2027 cycle expected on same calendar",https://admitere.unatc.ro/arta-sunetului-de-film/,Hands-on film-sound production master with industry-standard DAWs; combined with the fully-funded MFA scholarship (incl. Romanian prep year) it is one of the few genuinely FULLY FUNDED sound-production paths in this slice for a Tunisian.,Unverified,verification agent returned nothing
"MA Interactive Technologies for Performing and Media Arts (English-taught, 2 years, 120 ECTS)","UNATC 'I.L. Caragiale', Bucharest — CINETic centre",Romania (Bucharest),Public,Sound/Music-Tech,English,UNVERIFIED (non-EU arts tuition in Romania is typically charged per month of study — confirm with UNATC international office),None found,None found (MFA scholarship NOT applicable — it funds Romanian-taught programs only),UNVERIFIED,Y — English-taught international program,Check — application per admission regulations; portfolio likely,"Bachelor's; program focuses on digitally controlling sound, light, image and code for performing/media arts",UNVERIFIED,Check admitere.unatc.ro (2026 admission sessions run Jul–Sep 2026),https://unatc.ro/devunatc/english-programs/,English-taught and squarely at the code+sound intersection (ideal for a software engineer moving into live AV/interactive performance); no funding scheme identified though.,Unverified,verification agent returned nothing
"Master's programmes (120 ECTS, 2 yrs) — Faculty of Performing Arts / Faculty of Composition, Musicology and Music Pedagogy",National University of Music Bucharest (UNMB),Romania (Bucharest),Public,Sound/Music-Tech,Romanian (Check for any English options),"UNVERIFIED (aggregators cite ~USD 5,000+/yr for non-EU — confirm with UNMB international office, unmb.ro/eng/international)",Romanian Government (MFA) Scholarships for non-EU citizens (https://www.mae.ro/en/node/10251),Full possible via Romanian State (MFA) scholarship (Romanian-taught study + funded prep year),MFA route: tuition + accommodation + monthly stipend; travel excluded,Y — 75 international students from 13 nationalities enrolled; MFA-scholarship eligible,Y/Check — conservatory-style entrance (audition/portfolio by specialization),Music-related bachelor's normally expected — a software-engineering degree may not qualify for composition/performance tracks (Check),UNVERIFIED,PRIOR CYCLE pattern (Jul & Sep admission sessions) - confirm new date,https://studyinromania.gov.ro/unmb,National conservatory with recording studios; fit depends on acceptance of a non-music bachelor — weaker entry fit than UNATC for this candidate.,Unverified,verification agent returned nothing
Master in Sound Engineering / 'Tonrezhisura' (Sound Directing),"National Academy of Music 'Prof. Pancho Vladigerov', Sofia",Bulgaria (Sofia),Public (state conservatory),Acoustics/Audio-Eng,Bulgarian (Check for English/individual tuition options common at BG music academies),UNVERIFIED (foreign-student fees published by academy's international office; contact via nma.bg foreign-students section),None found,UNVERIFIED,UNVERIFIED,Check,Y/Check — conservatory entrance exam,Bachelor's; sound-engineering specialization confirmed at BA+MA level via AEC membership listing (https://aec-music.eu/member/national-academy-of-music-prof-pancho-vladigerov); accepts foreign students,UNVERIFIED,UNVERIFIED,https://nma.bg/en/,Bulgaria's national conservatory with a dedicated sound-engineering chair; language and unverified fees make it a secondary lead to confirm directly.,Unverified,verification agent returned nothing
"MA 'Tonrezhisura' (Sound Direction) — sound engineering, mastering, sound design, electronic sound, film/TV sound (1 year after relevant BA)","New Bulgarian University (NBU), Sofia",Bulgaria (Sofia),Private,Sound-Design/Production,Bulgarian,"UNVERIFIED (NBU publishes semester fees at nbu.bg admissions; private-university pricing, historically low by EU standards)",None found,UNVERIFIED,UNVERIFIED,Check,Check — admission interview per NBU master-admission process,"Bachelor's; program covers DAW/studio work, digital audio processing, mastering, sound for film/TV, computer sound modelling",Rolling per semester,Check — NBU admits each semester (consultation + entrance interview calendar on nbu.bg),https://ecatalog.nbu.bg/default.asp?V_Year=2020&PageShow=programpresent&P_Menu=teachers&Fac_ID=4&M_PHD=0&P_ID=2670&TabIndex=1&l=0,"Curriculum (mastering, e-sound, sound design, music production) matches producer goals closely, but Bulgarian-language instruction is a hard barrier unless individual arrangements exist.",Unverified,verification agent returned nothing
"Master of Arts programmes, Faculty of Music (15 MA + 4 professional-master programmes across music fields)","University of Arts (UART), Tirana",Albania (Tirana),Public,Sound/Music-Tech,Albanian (Check),"UNVERIFIED (aggregators suggest ~USD 1,000+/yr for internationals — very low; confirm with UART)",None found,UNVERIFIED,UNVERIFIED,Check,Y — admission only by competition/entrance examination,Bachelor's; foreign students admitted incl. via bilateral agreements; no dedicated sound-technology master identified,UNVERIFIED,UNVERIFIED,https://uart.edu.al/index.php?lang=2,"Included for completeness of the Balkans sweep: no music-technology/production master verified in Albania, N. Macedonia, Bosnia, Montenegro or Kosovo — their public academies (UART Tirana, Ss. Cyril & Methodius Skopje, Academy of Music Sarajevo, Cetinje, Prishtina) offer classical performance/pedagogy masters in local languages only; weak fit for this candidate.",Unverified,verification agent returned nothing
MSc Acoustics and Music Technology (Edinburgh College of Art / Acoustics and Audio Group),University of Edinburgh,United Kingdom,Public,Sound/Music-Tech,English,UNVERIFIED (fee shown by country selector on official site; aggregators suggest ~£33k),Edinburgh College of Art scholarships; Chevening,Partial (ECA awards); Full only via external schemes,UNVERIFIED,Y,"N (personal statement, transcripts, 1 reference)","UK 2:1 or intl equivalent in physics, maths, COMPUTER SCIENCE or engineering; IELTS 7.0 (min 6.0 each) - high English bar","October 2026 (for 2027-28, per official page)","PRIOR CYCLE - confirm new date (5 July 2026 for Sept 2026 entry; 2027-28 info publishes 1 Oct 2026, apps open October)",https://study.ed.ac.uk/programmes/postgraduate-taught/478-acoustics-and-music-technology,CS degrees are named as a preferred background; heavier on physics/DSP than production; note the IELTS 7.0 requirement is demanding.,Unverified,verification agent returned nothing
MSc Creative Sound Design & Audiovisual Media,University of Glasgow,United Kingdom,Public,Sound-Design/Production,English,"£26,460 (full-time)","African Excellence Award (FULL tuition waiver - Tunisia is African, verify country list); World Changers Glasgow Scholarship (£5,000)","Full (tuition waiver via African Excellence Award, if Tunisia on list) / Partial",Tuition only (no stipend); confirm African Excellence terms,Y (Check African Excellence Award country list explicitly),Y - 2-3 audio/video examples (SoundCloud/Vimeo/YouTube links),2:1 in music/audio or arts-related field; work experience considered in lieu; IELTS 6.5 (no subtest below 6.0),UNVERIFIED,PRIOR CYCLE - confirm new date (24 Aug 2026 for Sept 2026 entry),https://www.gla.ac.uk/postgraduate/taught/creative-sound-design-audiovisual-media/,Creative sound-design MSc with a possible FULL tuition waiver for African students - one of the best funding angles in the UK for a Tunisian; portfolio of his productions/DJ work required.,Unverified,verification agent returned nothing
MA Music Management,University of Leeds (School of Music),United Kingdom,Public,Music-Business,English,"£32,500 (total, 12 months)",Leeds international/subject scholarships (various); Chevening,Partial (university); Full via Chevening,UNVERIFIED,Y,N (written work sample may be requested),"2:1 in music, business or related field (relevant professional experience considered); IELTS 6.5 (min 6.0 each)",UNVERIFIED,Check 'How to apply' page - varies by intake,https://courses.leeds.ac.uk/j849/music-management-ma,Russell Group music-business degree with a real-industry Music Management Project - strong network builder but expensive without a scholarship.,Unverified,verification agent returned nothing
"MMus Creative Practice (pathways incl. popular music composition & production, sonic arts)","Goldsmiths, University of London",United Kingdom,Public,Sound-Design/Production,English,"£22,000 (full-time)",Global Ethnic Majority Music Scholar's Fee Waiver (full tuition - check intl eligibility); Sarah Caple Award,"Full (fee waiver, eligibility Check) / otherwise None",Tuition only (Check),Y (Check fee-waiver eligibility rules),Y - 4-6 pieces of recent original creative work (streamable links),"2nd-class+ degree in music or related subject with practical/creative element; non-music graduates considered with demonstrated ability; IELTS 6.5 (6.5 writing, min 6.0 each)","October 2026 (for Sept 2027, per official page pattern)",Rolling - applications open October; apply early,https://www.gold.ac.uk/pg/mmus-creative-practice/,Production/sonic-arts focused and portfolio-driven - his DJ/producer material matters more than his CS grades here; possible full fee waiver.,Unverified,verification agent returned nothing
MA Sound Arts (London College of Communication),University of the Arts London (UAL),United Kingdom,Public,Sound-Design/Production,English,"£30,890/yr (2026/27, fixed fee; subject to change for 2027/28)",Check UAL international scholarships; Chevening,UNVERIFIED,UNVERIFIED,Y - NOTE: intl applications for 2026/27 already CLOSED; 2027/28 intl applications open autumn 2026,Y/Check (UAL creative MAs normally require a portfolio of sound work),"Good honours degree in sound arts, fine art, film/video or related; practitioners moving into sonic practice welcomed",Autumn 2026 (official),2027/28 international applications open autumn 2026 - date TBC on official page,https://www.arts.ac.uk/subjects/animation-interactive-film-and-sound/postgraduate/ma-sound-arts-lcc,Experimental sound-art rather than club/producer training - artistic option; expensive; matches his Sept 2027 timeline exactly (intl apps open autumn 2026).,Unverified,verification agent returned nothing
